emg_0,emg_1,emg_2,emg_3,emg_4,emg_5,emg_6,emg_7,timestamp,label,gesture
19,-80,-26,-16,-6,-4,0,7,1782738799.3377652,1,fist
-59,-59,-9,3,-3,-13,-11,-26,1782738799.353844,1,fist
-8,20,2,14,13,10,7,32,1782738799.353844,1,fist
-43,-4,9,-8,-3,7,15,6,1782738799.368501,1,fist
-17,-56,0,-3,1,2,-5,1,1782738799.368501,1,fist
23,10,-7,13,0,-5,-3,-21,1782738799.368779,1,fist
-47,-37,-3,3,-11,-12,-11,-33,1782738799.368779,1,fist
95,67,4,18,5,0,7,17,1782738799.384678,1,fist
-61,22,6,-5,-13,-7,-9,-32,1782738799.384678,1,fist
-46,-22,3,24,13,3,11,14,1782738799.397651,1,fist
127,41,2,10,11,8,9,23,1782738799.397651,1,fist
-5,-43,-12,-34,-21,-12,-8,-13,1782738799.3976781,1,fist
-75,-55,0,48,7,-6,-10,-30,1782738799.3976781,1,fist
48,0,-19,-34,-10,0,-3,8,1782738799.4124951,1,fist
79,22,12,13,0,0,12,24,1782738799.4124951,1,fist
-14,-48,-17,-4,-6,-8,-13,-28,1782738799.4277902,1,fist
97,48,-7,1,11,3,2,18,1782738799.4277902,1,fist
-99,-11,-6,-2,-5,-11,-20,-11,1782738799.428133,1,fist
-13,41,2,-32,0,4,4,4,1782738799.428133,1,fist
45,34,8,-5,3,2,-2,12,1782738799.441677,1,fist
59,60,-10,14,-6,2,12,-1,1782738799.441677,1,fist
38,-70,-5,-15,5,2,-18,-2,1782738799.45747,1,fist
30,47,11,-13,-1,3,-4,-8,1782738799.45747,1,fist
-3,83,11,78,22,7,10,29,1782738799.4578402,1,fist
-23,127,12,-103,-12,9,-1,22,1782738799.4578402,1,fist
-80,-80,1,24,-3,-11,-9,3,1782738799.4726138,1,fist
-38,47,-32,2,2,1,1,-35,1782738799.4726138,1,fist
74,-7,39,-13,-13,1,-7,-18,1782738799.487345,1,fist
-56,-63,-16,21,10,1,16,-4,1782738799.487345,1,fist
109,116,5,-31,-6,5,8,30,1782738799.4882932,1,fist
-80,-48,14,-2,-22,-18,-21,-24,1782738799.4882932,1,fist
9,61,-15,35,10,-4,-12,-15,1782738799.50228,1,fist
98,112,-11,-25,0,5,7,18,1782738799.50228,1,fist
-53,-78,14,0,-8,-10,-3,-35,1782738799.517758,1,fist
-27,76,9,6,5,7,11,31,1782738799.517758,1,fist
-113,-108,-4,-22,-14,-6,-6,-15,1782738799.517893,1,fist
49,83,-17,29,-2,-8,-8,-42,1782738799.517893,1,fist
25,-8,-16,36,16,12,19,29,1782738799.533237,1,fist
-60,48,18,-44,-11,-7,-7,-4,1782738799.533237,1,fist
-50,-118,-2,7,12,1,4,-17,1782738799.547252,1,fist
-24,-2,6,-32,-11,2,-1,12,1782738799.547252,1,fist
83,110,4,14,9,-3,13,17,1782738799.548449,1,fist
-93,-77,-6,-29,-3,-1,-18,-40,1782738799.548449,1,fist
58,-25,-29,-1,-6,-3,1,1,1782738799.562161,1,fist
50,-1,15,43,16,3,8,8,1782738799.562161,1,fist
85,52,-31,-49,-3,4,0,11,1782738799.577854,1,fist
-58,-119,20,24,-7,-15,-9,-4,1782738799.577854,1,fist
59,108,4,-14,-2,6,6,40,1782738799.5783098,1,fist
-21,-76,-20,69,27,12,17,60,1782738799.5783098,1,fist
-85,-81,-17,-84,-39,-16,-11,-35,1782738799.592326,1,fist
-23,9,27,27,10,4,-3,-23,1782738799.592326,1,fist
62,26,-22,25,-10,-11,-15,23,1782738799.607368,1,fist
123,4,22,-16,1,2,8,36,1782738799.607368,1,fist
-30,-54,-11,21,1,1,-3,-8,1782738799.608381,1,fist
17,21,-3,12,15,10,17,77,1782738799.608381,1,fist
-38,-11,9,-35,-9,-1,5,-47,1782738799.683218,1,fist
110,46,1,-1,-6,-9,-4,-7,1782738799.683218,1,fist
-69,4,-3,-7,-10,-7,-11,-21,1782738799.684114,1,fist
1,34,-2,27,0,3,9,35,1782738799.684114,1,fist
-102,-28,0,-15,8,1,-8,-47,1782738799.684268,1,fist
-6,20,11,-32,-26,-16,-8,-21,1782738799.684268,1,fist
-37,48,-18,40,16,11,2,31,1782738799.685091,1,fist
73,33,3,-8,6,3,16,14,1782738799.685091,1,fist
14,-84,14,52,1,-6,-2,1,1782738799.697529,1,fist
33,-6,-26,-39,-7,-3,-15,-29,1782738799.697529,1,fist
1,-1,33,-4,6,10,22,7,1782738799.697595,1,fist
11,35,-18,41,0,-6,-18,21,1782738799.697595,1,fist
127,114,1,23,10,13,23,44,1782738799.7124422,1,fist
-101,-116,10,6,-4,-5,-13,-48,1782738799.7124422,1,fist
15,-7,6,-8,1,-4,-9,14,1782738799.727404,1,fist
-25,-11,-3,-26,-10,2,5,-38,1782738799.727404,1,fist
-48,-22,-20,-8,9,-2,-7,-9,1782738799.727763,1,fist
44,77,13,35,0,6,6,17,1782738799.727763,1,fist
51,72,-9,-18,13,8,13,25,1782738799.741719,1,fist
-105,-74,-20,-22,-10,-10,-17,-36,1782738799.741719,1,fist
-68,98,6,-15,1,4,8,9,1782738799.757424,1,fist
29,34,3,40,10,0,8,10,1782738799.757424,1,fist
87,78,6,-2,-10,0,5,-5,1782738799.758452,1,fist
-82,-93,2,3,3,-13,-42,-54,1782738799.758452,1,fist
73,15,0,-37,-14,-3,-6,16,1782738799.772219,1,fist
73,-8,7,27,5,8,2,-13,1782738799.772219,1,fist
-2,68,13,-10,12,-3,-10,-15,1782738799.787329,1,fist
100,4,-14,-15,-15,-2,12,23,1782738799.787329,1,fist
-68,8,9,11,-1,-1,-6,-5,1782738799.787599,1,fist
5,-85,0,-71,-4,3,1,-21,1782738799.787599,1,fist
-6,-72,-12,23,-1,3,12,-8,1782738799.802021,1,fist
92,-1,-7,-16,-3,3,21,54,1782738799.802021,1,fist
72,102,12,16,2,-9,-35,-46,1782738799.8175302,1,fist
-10,44,-2,6,-1,0,8,32,1782738799.8175302,1,fist
-67,-12,14,-38,2,6,2,-24,1782738799.8176372,1,fist
62,-24,-16,-7,-8,1,12,-14,1782738799.8176372,1,fist
-54,52,0,24,-7,-10,-10,-6,1782738799.847318,1,fist
-43,-42,-2,-8,-5,-6,-8,-5,1782738799.847318,1,fist
-14,-34,-31,4,1,1,2,-7,1782738799.862386,1,fist
43,71,12,8,19,7,0,22,1782738799.862386,1,fist
127,11,10,16,-7,8,19,54,1782738799.862766,1,fist
-72,-80,-23,-30,4,-2,0,-45,1782738799.862766,1,fist
-124,46,20,7,-10,-22,-49,-35,1782738799.863529,1,fist
53,87,-23,3,-9,-1,5,-1,1782738799.863529,1,fist
1,8,-9,2,21,-3,-9,-56,1782738799.8772218,1,fist
102,96,18,-18,-5,15,34,87,1782738799.8772218,1,fist
-7,60,8,-11,-15,-14,-19,-42,1782738799.8778849,1,fist
-102,8,14,29,-1,-5,-4,-28,1782738799.8778849,1,fist
-64,-89,-10,-31,-15,-10,-22,-6,1782738799.892709,1,fist
127,106,-6,18,26,10,17,22,1782738799.892709,1,fist
-12,-92,-7,20,4,3,-1,14,1782738799.907528,1,fist
107,114,15,7,-14,6,17,55,1782738799.907528,1,fist
-106,-115,-11,-4,5,-18,-29,-51,1782738799.907716,1,fist
21,-32,-5,-4,-10,0,-4,1,1782738799.907716,1,fist
70,-42,-2,-1,12,12,14,26,1782738799.922197,1,fist
-34,-63,-39,48,13,1,12,9,1782738799.922197,1,fist
68,26,22,-14,-5,8,-2,-13,1782738799.937909,1,fist
56,60,8,24,5,-7,-15,6,1782738799.937909,1,fist
-10,-25,9,-5,0,0,9,10,1782738799.937972,1,fist
50,20,23,-15,-4,5,16,53,1782738799.937972,1,fist
-6,97,-29,3,-6,-8,-12,-59,1782738799.952495,1,fist
-32,70,3,-12,-4,-20,-29,-38,1782738799.952495,1,fist
-27,-40,-8,-19,-10,0,14,11,1782738799.967214,1,fist
92,-63,2,-29,0,2,-10,-28,1782738799.967214,1,fist
-94,-126,-5,14,1,1,11,46,1782738799.967475,1,fist
55,61,14,-2,7,5,6,-4,1782738799.967475,1,fist
70,71,8,-12,-2,8,11,20,1782738799.981652,1,fist
59,-103,-37,-26,-8,4,28,12,1782738799.981652,1,fist
-26,55,3,22,-1,-22,-25,-40,1782738799.9974642,1,fist
-41,-110,-7,-26,-5,-4,-4,16,1782738799.9974642,1,fist
94,79,12,30,16,15,24,22,1782738799.9984782,1,fist
-128,63,-10,-6,0,4,0,51,1782738799.9984782,1,fist
-20,-31,-14,-13,-12,-7,-11,-39,1782738800.012634,1,fist
25,-29,1,88,25,1,12,46,1782738800.012634,1,fist
-12,-17,-5,-117,-16,2,-7,0,1782738800.027679,1,fist
96,127,26,27,12,-1,-16,-17,1782738800.027679,1,fist
-62,-63,5,20,-18,-21,-10,-12,1782738800.0280519,1,fist
-24,-3,-21,-24,-18,-12,-28,-53,1782738800.0280519,1,fist
33,-102,19,63,15,4,1,6,1782738800.042114,1,fist
12,56,-8,-17,0,-7,-10,-34,1782738800.042114,1,fist
127,75,-6,-41,-3,10,29,51,1782738800.057693,1,fist
107,125,10,-34,-5,22,24,47,1782738800.057693,1,fist
-44,1,13,32,-11,-36,-33,-65,1782738800.057759,1,fist
-39,23,-9,-24,-3,-16,-41,-53,1782738800.057759,1,fist
85,57,2,-34,-7,13,18,26,1782738800.072941,1,fist
67,66,11,44,6,12,17,30,1782738800.072941,1,fist
-27,-11,9,-23,-4,3,12,21,1782738800.0887911,1,fist
-128,-2,-11,-10,5,-11,-27,-51,1782738800.0887911,1,fist
-14,-55,0,-1,9,7,15,29,1782738800.0892642,1,fist
-7,36,17,25,4,10,10,-14,1782738800.0892642,1,fist
-81,-44,-24,-21,-16,-19,-35,-55,1782738800.103816,1,fist
70,32,5,32,10,8,21,22,1782738800.103816,1,fist
75,67,17,9,6,-1,-18,3,1782738800.117625,1,fist
-63,-117,-24,-45,-15,-14,-16,-35,1782738800.117625,1,fist
-4,74,12,18,8,16,22,31,1782738800.118405,1,fist
10,-39,6,0,0,-1,-10,35,1782738800.118405,1,fist
62,100,0,-20,11,7,23,39,1782738800.134349,1,fist
-30,64,8,15,-10,-14,-30,-65,1782738800.134349,1,fist
127,-2,1,50,17,8,7,8,1782738800.148753,1,fist
24,32,-2,-52,-19,0,4,-24,1782738800.148753,1,fist
-52,-14,-25,31,-1,1,4,16,1782738800.1490262,1,fist
-95,-5,15,-51,-13,-6,-15,-37,1782738800.1490262,1,fist
43,97,-20,-5,4,3,-3,-5,1782738800.164274,1,fist
-105,-81,14,11,2,-2,2,18,1782738800.164274,1,fist
-50,-128,-3,-13,-16,-4,5,-17,1782738800.1793642,1,fist
66,34,4,43,-2,11,23,37,1782738800.1793642,1,fist
43,57,-17,23,28,2,-7,8,1782738800.179452,1,fist
-33,-73,2,-10,-18,-11,-15,-38,1782738800.179452,1,fist
48,27,-12,-32,-8,12,19,26,1782738800.193599,1,fist
60,45,16,20,27,-2,-1,56,1782738800.193599,1,fist
-85,-1,-11,11,-16,-11,-15,-79,1782738800.208987,1,fist
14,2,0,47,14,4,10,38,1782738800.208987,1,fist
-13,44,-3,-38,-13,5,-7,-43,1782738800.209286,1,fist
94,50,0,21,-7,-1,6,27,1782738800.209286,1,fist
-46,-30,-10,29,6,4,5,0,1782738800.2223082,1,fist
-43,7,2,-22,-12,-11,-5,-12,1782738800.2223082,1,fist
27,41,9,9,4,1,3,-17,1782738800.2379708,1,fist
44,29,-16,-2,8,8,-1,4,1782738800.2379708,1,fist
-16,-37,2,-23,-9,-5,-6,36,1782738800.252427,1,fist
-73,54,24,2,-17,-7,-13,-14,1782738800.252427,1,fist
-16,37,0,-30,14,0,-2,4,1782738800.252897,1,fist
-37,-66,-11,-13,-10,-3,1,-13,1782738800.252897,1,fist
92,29,16,14,0,2,9,29,1782738800.269536,1,fist
35,23,0,-13,-5,-4,0,11,1782738800.269536,1,fist
25,-29,2,12,-3,2,-4,3,1782738800.2835488,1,fist
-42,-29,4,10,10,1,-9,-36,1782738800.2835488,1,fist
8,-3,-8,-22,-8,1,14,18,1782738800.283736,1,fist
113,49,9,-11,-1,6,9,5,1782738800.283736,1,fist
-59,-69,-10,1,-1,-7,-20,-9,1782738800.2989051,1,fist
-3,46,-1,-12,-16,-2,9,8,1782738800.2989051,1,fist
-112,-72,-14,16,-2,-13,-24,-38,1782738800.313448,1,fist
57,92,1,27,25,4,-11,-24,1782738800.313448,1,fist
88,33,3,-57,-23,3,18,-12,1782738800.31373,1,fist
-33,8,11,63,4,-2,-21,-20,1782738800.31373,1,fist
108,39,10,-43,6,8,14,22,1782738800.3274398,1,fist
-16,-47,4,30,5,4,4,24,1782738800.3274398,1,fist
-26,-22,-13,15,3,-15,-9,-44,1782738800.3436348,1,fist
57,-25,18,16,11,7,18,26,1782738800.3436348,1,fist
-29,-19,12,-3,-6,4,-4,-17,1782738800.3438342,1,fist
-69,21,-9,-14,13,9,-2,15,1782738800.3438342,1,fist
120,123,1,14,7,10,21,41,1782738800.358763,1,fist
-124,-100,6,9,-10,-15,-12,-30,1782738800.358763,1,fist
62,0,5,66,3,-5,-2,-2,1782738800.3739169,1,fist
-69,-89,-36,-99,-3,-5,-5,-2,1782738800.3739169,1,fist
38,79,11,29,-2,-1,-2,38,1782738800.374207,1,fist
-51,83,10,-1,-3,-8,-14,-44,1782738800.374207,1,fist
19,-34,-9,-2,6,8,14,5,1782738800.389374,1,fist
127,5,-7,8,-13,-4,10,48,1782738800.389374,1,fist
49,48,32,32,0,-5,3,22,1782738800.4035358,1,fist
-89,-127,-54,-46,-1,1,-7,-48,1782738800.4035358,1,fist
76,26,20,-6,7,2,2,32,1782738800.403693,1,fist
87,63,6,22,-8,-1,4,0,1782738800.403693,1,fist
34,78,5,13,7,-1,-3,7,1782738800.418299,1,fist
41,-5,-7,-25,2,13,20,61,1782738800.418299,1,fist
-43,77,-3,3,-18,-13,-21,-32,1782738800.432777,1,fist
-32,2,1,-2,-4,3,-7,-16,1782738800.432777,1,fist
-74,2,-3,29,21,1,-8,-15,1782738800.4333508,1,fist
107,92,13,22,-10,-8,8,43,1782738800.4333508,1,fist
-106,-81,-46,-48,16,4,5,-41,1782738800.447964,1,fist
4,35,4,-39,-16,-1,-4,18,1782738800.447964,1,fist
22,84,16,17,2,-2,-14,-16,1782738800.463722,1,fist
76,41,0,22,2,1,-6,-9,1782738800.463722,1,fist
49,57,18,-23,4,12,18,27,1782738800.463923,1,fist
75,84,-9,29,10,1,21,8,1782738800.463923,1,fist
-82,-128,-9,-59,-8,-3,-20,-24,1782738800.478305,1,fist
40,-9,-13,-10,4,1,7,2,1782738800.478305,1,fist
24,127,24,37,-7,-6,-8,-7,1782738800.494369,1,fist
81,37,4,-17,11,11,14,29,1782738800.494369,1,fist
-79,-73,5,14,-10,-7,-13,-37,1782738800.494735,1,fist
24,17,-5,-47,2,7,11,6,1782738800.494735,1,fist
117,126,12,71,-3,2,10,29,1782738800.509022,1,fist
-128,-78,-30,-46,-9,-18,-36,-92,1782738800.509022,1,fist
127,117,27,39,0,-3,1,44,1782738800.5221791,1,fist
-81,-108,1,46,-8,-17,-17,-28,1782738800.5221791,1,fist
-12,-91,-19,-10,4,0,-2,-5,1782738800.522348,1,fist
75,68,12,27,8,15,9,22,1782738800.522348,1,fist
0,-62,-9,3,-17,-6,3,28,1782738800.5414011,1,fist
38,116,1,15,7,-7,-6,8,1782738800.5414011,1,fist
-58,-120,11,-6,-2,6,1,33,1782738800.552719,1,fist
-21,-108,-12,34,18,-4,0,-1,1782738800.552719,1,fist
71,40,-4,-48,3,20,20,53,1782738800.553248,1,fist
-49,24,16,10,-4,-7,-11,-16,1782738800.553248,1,fist
-85,-75,-53,-33,-5,-4,-4,-22,1782738800.5678232,1,fist
49,86,32,1,-14,-4,-12,9,1782738800.5678232,1,fist
-79,-61,0,14,-5,-6,-18,-77,1782738800.5842838,1,fist
97,68,-9,-13,21,21,31,89,1782738800.5842838,1,fist
2,93,1,2,-5,-11,-28,-51,1782738800.584445,1,fist
-18,70,20,-15,-20,-14,-16,-26,1782738800.584445,1,fist
127,90,2,46,20,17,31,74,1782738800.5975869,1,fist
-102,-115,-32,-25,-13,-20,-33,-73,1782738800.5975869,1,fist
57,100,-3,41,10,-6,-9,4,1782738800.61226,1,fist
14,64,-28,-92,-29,12,12,-5,1782738800.61226,1,fist
68,88,21,61,6,-4,2,19,1782738800.613676,1,fist
96,6,1,20,11,11,14,32,1782738800.613676,1,fist
-66,-33,2,-11,-14,-7,-9,-50,1782738800.627043,1,fist
68,2,5,37,18,2,-4,11,1782738800.627043,1,fist
-89,-56,-20,-37,-3,-4,4,-2,1782738800.64273,1,fist
-38,-2,24,-7,-12,1,-2,-7,1782738800.64273,1,fist
-26,68,-2,-36,5,-6,-3,-20,1782738800.6428668,1,fist
-51,-1,6,1,-1,8,15,50,1782738800.6428668,1,fist
-45,35,-6,-18,-1,-2,0,-4,1782738800.657419,1,fist
70,9,3,4,-3,4,-2,-24,1782738800.657419,1,fist
-25,-87,-1,17,3,-1,4,11,1782738800.673446,1,fist
-50,-62,-16,11,-4,-10,-7,-6,1782738800.673446,1,fist
12,60,-8,-16,-5,-2,-2,1,1782738800.673734,1,fist
-57,-42,-8,5,0,-6,-9,-34,1782738800.673734,1,fist
47,25,9,-54,-2,11,14,49,1782738800.689266,1,fist
4,-28,-15,5,-7,-10,-9,-27,1782738800.689266,1,fist
-49,-80,-1,35,5,-4,-6,-12,1782738800.7036228,1,fist
64,56,0,-59,-6,-3,2,-5,1782738800.7036228,1,fist
-16,43,12,13,7,14,14,-4,1782738800.703785,1,fist
-46,-91,-19,9,3,-2,-1,0,1782738800.703785,1,fist
105,78,9,10,-1,0,1,-4,1782738800.717968,1,fist
-122,-98,30,10,2,-8,-21,-37,1782738800.717968,1,fist
89,-8,-38,-25,-11,-6,4,50,1782738800.732586,1,fist
11,40,25,48,17,5,8,-16,1782738800.732586,1,fist
50,68,-9,-68,-7,16,17,40,1782738800.7327511,1,fist
1,25,2,-43,-23,-2,-9,-5,1782738800.7327511,1,fist
-50,-109,11,20,0,-1,0,4,1782738800.746687,1,fist
7,65,0,19,-16,-12,-12,-23,1782738800.746687,1,fist
-51,-11,-18,8,17,0,5,13,1782738800.763628,1,fist
45,2,-6,8,24,6,17,31,1782738800.763628,1,fist
-36,24,-8,-42,-20,1,8,-2,1782738800.763724,1,fist
38,6,-3,-20,-4,0,9,13,1782738800.763724,1,fist
-70,-16,6,27,2,-8,-10,8,1782738800.7787688,1,fist
17,36,-13,15,3,-2,0,5,1782738800.7787688,1,fist
-14,4,12,21,5,0,-3,-8,1782738800.793115,1,fist
13,7,15,10,10,3,11,-3,1782738800.793115,1,fist
94,24,-7,-33,-8,-3,4,2,1782738800.7933922,1,fist
4,-18,-8,9,-6,-2,3,26,1782738800.7933922,1,fist
-57,-20,-13,-32,-10,-8,-16,-46,1782738800.8101308,1,fist
30,11,7,-8,-6,3,12,75,1782738800.8101308,1,fist
44,-25,1,36,12,-3,-16,-78,1782738800.823841,1,fist
1,-26,-15,-60,-12,6,10,6,1782738800.823841,1,fist
9,22,10,13,-3,1,5,9,1782738800.8239622,1,fist
-75,-103,-18,8,7,-7,-10,-13,1782738800.8239622,1,fist
-22,3,10,-43,-13,9,13,17,1782738800.8376698,1,fist
-40,-39,4,27,-9,-17,-28,-38,1782738800.8376698,1,fist
109,58,-2,33,11,6,13,24,1782738800.8522,1,fist
-88,-49,-9,-14,-2,-1,-12,-39,1782738800.8522,1,fist
-25,42,13,-33,-2,-1,-5,-8,1782738800.854144,1,fist
57,17,14,19,4,5,13,51,1782738800.854144,1,fist
57,9,-6,13,0,2,4,-3,1782738800.8684711,1,fist
-86,-58,-8,12,-1,-7,-14,-9,1782738800.8684711,1,fist
-10,-47,10,10,-2,-6,-6,-9,1782738800.883244,1,fist
23,23,-16,-3,0,2,2,28,1782738800.883244,1,fist
-48,46,7,3,-1,-7,-3,-10,1782738800.883348,1,fist
59,0,8,-12,-1,4,-4,-1,1782738800.883348,1,fist
-65,-16,-9,-3,-1,-8,-7,-7,1782738800.9583292,1,fist
4,52,23,-13,-4,6,13,23,1782738800.9583292,1,fist
4,-72,-27,4,-7,-8,-7,7,1782738800.958926,1,fist
-21,-14,-6,8,2,3,1,-16,1782738800.958926,1,fist
6,17,5,21,-1,1,-5,-10,1782738800.959615,1,fist
