emg_0,emg_1,emg_2,emg_3,emg_4,emg_5,emg_6,emg_7,timestamp,label,gesture
-4,-2,-2,-16,-5,2,-1,-1,1782730244.7707899,0,rest
2,0,1,-6,1,2,1,1,1782730244.7707899,0,rest
-1,-3,-9,-44,-22,-5,-2,2,1782730244.770956,0,rest
1,0,15,82,46,5,1,1,1782730244.770956,0,rest
-3,-4,-5,-11,-4,2,2,-1,1782730244.7854872,0,rest
2,1,0,-33,-6,4,1,-1,1782730244.7854872,0,rest
-1,-2,-4,11,1,-2,0,-1,1782730244.801512,0,rest
-5,-5,-12,-39,-22,-7,-5,-3,1782730244.801512,0,rest
2,3,4,-7,0,2,1,0,1782730244.801719,0,rest
-1,-2,2,18,4,-3,2,1,1782730244.801719,0,rest
-1,0,-1,-13,-7,-5,-1,-1,1782730244.8165948,0,rest
-4,-3,-8,-33,-8,0,-3,-3,1782730244.8165948,0,rest
1,1,4,38,16,5,0,-2,1782730244.8305018,0,rest
-1,1,-2,-42,-15,-1,-2,-1,1782730244.8305018,0,rest
0,0,4,23,12,2,-2,-2,1782730244.830712,0,rest
-3,-4,-7,-20,-11,-2,-2,1,1782730244.830712,0,rest
-1,-4,-8,-63,-21,-7,-4,-3,1782730244.844987,0,rest
3,3,7,65,16,3,1,1,1782730244.844987,0,rest
-2,-1,0,8,2,0,1,0,1782730244.8609002,0,rest
-2,-3,-4,-8,-4,-7,-2,-2,1782730244.8609002,0,rest
-2,-2,-7,-37,-10,-3,-3,-2,1782730244.8610501,0,rest
1,-1,-3,-3,-12,-5,-1,1,1782730244.8610501,0,rest
2,1,4,-2,25,9,0,-1,1782730244.87688,0,rest
-3,-3,-6,-13,-23,-8,-4,-5,1782730244.87688,0,rest
-3,-2,1,8,7,2,3,1,1782730244.8903282,0,rest
4,3,4,5,12,5,1,1,1782730244.8903282,0,rest
-2,-1,-2,26,-10,-3,1,1,1782730244.890666,0,rest
-2,0,-2,-14,2,-1,-2,-2,1782730244.890666,0,rest
-2,-4,1,12,0,-2,-2,-4,1782730244.907561,0,rest
-2,2,1,4,1,0,0,0,1782730244.907561,0,rest
1,1,-3,-45,-8,-1,0,2,1782730244.92014,0,rest
-2,-4,-2,32,2,-3,-3,0,1782730244.92014,0,rest
-3,0,-3,12,-5,-6,-3,-2,1782730244.9203,0,rest
-3,-2,1,-3,5,-20,1,-1,1782730244.9203,0,rest
2,0,4,5,9,7,1,0,1782730244.933963,0,rest
-2,-3,-2,6,2,-3,-1,-2,1782730244.933963,0,rest
-3,-4,-4,-5,-1,-5,-5,-4,1782730244.949148,0,rest
3,1,0,-6,-1,1,-1,1,1782730244.949148,0,rest
1,0,-1,-14,-4,1,2,2,1782730244.9496698,0,rest
-3,-2,-3,-13,-11,-5,-1,-1,1782730244.9496698,0,rest
-4,-4,-3,-1,2,-3,-4,-4,1782730244.9635851,0,rest
0,-1,-4,-37,-11,5,0,1,1782730244.9635851,0,rest
0,2,5,43,4,2,3,1,1782730244.979239,0,rest
-2,-2,-3,-5,-1,1,-4,-1,1782730244.979239,0,rest
-4,-2,-3,0,-10,-4,-4,-2,1782730244.981,0,rest
3,3,4,3,4,8,-1,1,1782730244.981,0,rest
1,2,-1,-10,-7,-1,2,1,1782730244.9949162,0,rest
-4,-4,-3,-11,-7,-7,-2,-3,1782730244.9949162,0,rest
-3,-3,1,2,5,1,-1,-2,1782730245.010392,0,rest
1,2,1,8,0,6,2,0,1782730245.010392,0,rest
2,3,1,4,7,1,1,0,1782730245.010496,0,rest
-4,-6,-4,-14,-6,-4,-3,-1,1782730245.010496,0,rest
1,-1,0,1,-4,-3,-3,-1,1782730245.025077,0,rest
3,0,1,8,6,8,2,2,1782730245.025077,0,rest
1,-1,3,3,-2,-1,0,2,1782730245.0385332,0,rest
-3,-3,-3,-4,-3,-2,-2,-3,1782730245.0385332,0,rest
-2,-3,-2,-3,-4,-2,-3,-3,1782730245.0554712,0,rest
3,4,4,11,6,2,3,0,1782730245.0554712,0,rest
1,3,1,-10,-1,0,-1,-1,1782730245.055574,0,rest
-5,-4,-6,-38,-15,-7,-2,-5,1782730245.055574,0,rest
-3,-1,2,36,9,1,-1,-1,1782730245.0702348,0,rest
2,2,-1,-3,0,3,0,0,1782730245.0702348,0,rest
0,0,0,4,0,-1,-2,1,1782730245.0702899,0,rest
-3,-1,-5,-16,-5,-4,-5,-4,1782730245.0702899,0,rest
-3,-2,-4,-10,-7,-2,-3,-1,1782730245.087316,0,rest
1,1,-1,-19,-6,3,0,1,1782730245.087316,0,rest
2,2,7,60,20,7,3,2,1782730245.100148,0,rest
-3,-4,-3,4,-3,-3,-4,-1,1782730245.100148,0,rest
-2,-3,-4,-14,-8,-2,-2,-1,1782730245.100428,0,rest
1,2,5,24,5,5,3,2,1782730245.100428,0,rest
1,1,2,16,0,0,1,0,1782730245.11595,0,rest
-3,-2,-4,3,-2,-3,-1,-3,1782730245.11595,0,rest
-1,-2,-1,-5,-2,-1,0,-2,1782730245.131766,0,rest
0,0,-2,-18,-1,2,1,1,1782730245.131766,0,rest
-1,0,-2,-13,-5,-2,-1,-1,1782730245.132007,0,rest
-2,-1,-1,11,3,-1,-2,-2,1782730245.132007,0,rest
0,-2,-2,-4,-3,-1,-2,-2,1782730245.144514,0,rest
2,1,0,6,-1,2,1,1,1782730245.144514,0,rest
0,-2,-3,-34,-14,-5,-2,-2,1782730245.160985,0,rest
-1,-1,0,12,25,2,1,0,1782730245.160985,0,rest
-1,-3,0,3,0,1,-1,1,1782730245.161164,0,rest
-2,2,0,10,6,2,1,0,1782730245.161164,0,rest
-1,0,-1,-5,-3,-1,-3,0,1782730245.177068,0,rest
-4,-5,-7,-43,-16,-7,-5,-5,1782730245.177068,0,rest
0,0,2,37,2,2,0,-1,1782730245.190148,0,rest
1,1,4,13,7,1,0,2,1782730245.190148,0,rest
0,-1,-3,-8,-7,-4,-2,-1,1782730245.190332,0,rest
-5,-5,-7,-30,-22,-4,-2,-4,1782730245.190332,0,rest
0,1,5,22,25,4,0,-2,1782730245.205654,0,rest
2,1,1,8,-2,1,1,0,1782730245.205654,0,rest
-1,-1,-3,-8,1,2,2,1,1782730245.220151,0,rest
1,-1,-1,23,-1,-2,-4,-1,1782730245.220151,0,rest
-5,-7,-10,-62,-21,-6,-3,-6,1782730245.2224798,0,rest
2,2,2,27,8,2,0,1,1782730245.2224798,0,rest
2,2,4,14,11,4,2,3,1782730245.2361972,0,rest
0,-3,-2,-8,-6,-3,-2,-2,1782730245.2361972,0,rest
-5,-3,-4,-11,-10,-7,-5,-6,1782730245.2525408,0,rest
-2,0,-1,-14,3,1,1,1,1782730245.2525408,0,rest
1,2,-1,-27,-5,1,2,2,1782730245.252567,0,rest
-4,-2,4,41,15,3,-1,-1,1782730245.252567,0,rest
-4,-4,-5,-8,-6,-7,-5,-4,1782730245.26565,0,rest
-1,-2,-9,-56,-30,-8,-2,-2,1782730245.26565,0,rest
5,7,21,63,69,22,12,6,1782730245.280777,0,rest
-3,-3,-4,-50,-10,-2,-2,-2,1782730245.280777,0,rest
-6,-8,-16,-84,-31,-10,-7,-6,1782730245.281048,0,rest
7,9,27,91,47,9,3,3,1782730245.281048,0,rest
1,1,-5,-41,-20,-1,2,2,1782730245.29544,0,rest
-3,-2,-1,2,0,-1,-2,-3,1782730245.29544,0,rest
-7,-5,-7,-21,-6,-6,-6,-6,1782730245.3107939,0,rest
0,-1,-6,-43,-14,-3,-2,-2,1782730245.3107939,0,rest
4,3,1,8,-1,1,2,3,1782730245.310868,0,rest
0,-1,1,12,4,0,-1,-2,1782730245.310868,0,rest
-3,-5,-5,-1,-10,-6,-5,-4,1782730245.325411,0,rest
2,-1,0,-4,2,3,1,1,1782730245.325411,0,rest
5,5,3,11,-3,-1,2,2,1782730245.340964,0,rest
-4,-4,-8,-68,-14,-6,-3,-3,1782730245.340964,0,rest
-5,-4,3,76,17,0,-1,-3,1782730245.354382,0,rest
0,-1,-2,1,0,-1,-2,0,1782730245.354382,0,rest
5,3,6,16,3,3,2,2,1782730245.354594,0,rest
-4,-6,-9,-30,-17,-6,-4,-5,1782730245.354594,0,rest
-2,-3,2,0,4,3,-1,-2,1782730245.383706,0,rest
1,2,4,49,4,3,1,-1,1782730245.383706,0,rest
1,4,-6,-34,1,0,1,2,1782730245.383899,0,rest
-3,-3,-3,-10,-1,-2,-3,-2,1782730245.383899,0,rest
-5,-5,0,27,3,-1,-3,-3,1782730245.387233,0,rest
0,0,-5,-35,-9,0,0,0,1782730245.387233,0,rest
0,-2,-9,-60,-32,-9,-4,0,1782730245.4011798,0,rest
-1,0,8,57,32,7,1,1,1782730245.4011798,0,rest
-3,0,1,-14,0,-3,-2,-4,1782730245.401752,0,rest
-1,2,-1,-18,-4,1,2,1,1782730245.401752,0,rest
3,3,2,12,1,0,1,1,1782730245.416606,0,rest
-1,-2,-5,-14,-14,-7,-5,-3,1782730245.416606,0,rest
-5,-6,-6,-33,-15,-6,-4,-2,1782730245.430078,0,rest
2,0,1,-3,9,2,0,-1,1782730245.430078,0,rest
0,3,2,59,2,0,0,0,1782730245.4302552,0,rest
0,1,-4,7,6,0,0,0,1782730245.4302552,0,rest
-1,1,13,94,24,4,1,1,1782730245.458978,0,rest
1,0,-3,-31,-11,-1,0,-1,1782730245.458978,0,rest
1,0,1,-10,2,2,1,1,1782730245.45924,0,rest
-4,-4,-6,-10,-14,-4,-3,-4,1782730245.45924,0,rest
-6,-5,-8,-31,-8,-2,-3,-3,1782730245.462632,0,rest
3,1,2,-7,3,-1,0,0,1782730245.462632,0,rest
0,-3,-5,-66,-6,-1,0,0,1782730245.4757068,0,rest
1,3,15,100,19,3,0,0,1782730245.4757068,0,rest
-1,-3,-6,-47,-14,-6,-3,-4,1782730245.490637,0,rest
-1,2,1,8,6,1,-2,2,1782730245.490637,0,rest
2,1,-1,-11,0,-2,0,2,1782730245.490718,0,rest
-4,-3,-5,-26,-11,-3,-3,-7,1782730245.490718,0,rest
-3,-3,-4,-24,-9,-2,-2,-1,1782730245.5064058,0,rest
0,-1,0,9,-2,-1,1,0,1782730245.5064058,0,rest
4,4,5,58,23,4,1,2,1782730245.520587,0,rest
-2,-3,-3,-80,-17,-3,-2,-1,1782730245.520587,0,rest
-2,1,2,45,-1,-2,-5,-2,1782730245.520771,0,rest
-1,-2,-2,-19,-6,-1,-3,-3,1782730245.520771,0,rest
0,2,0,1,-1,0,2,3,1782730245.535507,0,rest
-3,-3,-3,18,-3,-3,-3,-2,1782730245.535507,0,rest
-2,-4,-8,-55,-14,-6,-3,-4,1782730245.549206,0,rest
-1,0,-7,-68,-14,-4,-1,-1,1782730245.549206,0,rest
2,3,9,75,15,2,1,-1,1782730245.5493162,0,rest
0,3,6,-3,26,9,4,4,1782730245.5493162,0,rest
-4,-4,2,61,0,-2,-4,-5,1782730245.5641642,0,rest
1,-2,-2,-5,-4,-2,-1,2,1782730245.5641642,0,rest
3,0,-2,-19,-6,-1,2,0,1782730245.578513,0,rest
-1,-2,-8,-18,-20,-7,-4,-2,1782730245.578513,0,rest
-4,-4,1,-36,5,1,-1,-4,1782730245.579621,0,rest
2,1,4,27,11,0,2,1,1782730245.579621,0,rest
0,1,0,-40,-7,0,1,1,1782730245.595838,0,rest
-1,-3,0,38,0,-1,-1,-1,1782730245.595838,0,rest
-2,-2,0,-4,1,-1,-3,0,1782730245.610862,0,rest
-2,-1,-3,5,-2,-1,1,-1,1782730245.610862,0,rest
3,4,1,3,6,1,1,2,1782730245.610892,0,rest
-3,-1,-6,-40,-24,-6,-2,-3,1782730245.610892,0,rest
-4,-3,-1,15,15,1,-3,-3,1782730245.62555,0,rest
0,-1,-3,18,8,1,0,-1,1782730245.62555,0,rest
2,1,3,-45,-8,-1,0,2,1782730245.6402009,0,rest
2,0,2,30,9,1,-1,2,1782730245.6402009,0,rest
-4,1,-5,-24,-15,-4,-5,-6,1782730245.653791,0,rest
-2,0,1,-5,-1,-2,-3,-2,1782730245.653791,0,rest
2,0,0,21,8,4,5,0,1782730245.6538932,0,rest
-1,-2,-4,-17,-9,-3,-2,-1,1782730245.6538932,0,rest
-2,-4,-6,-58,-7,-2,-2,-3,1782730245.669558,0,rest
0,1,8,88,9,3,0,-3,1782730245.669558,0,rest
2,1,0,11,-1,-2,0,0,1782730245.669711,0,rest
-1,2,2,-5,2,1,1,-1,1782730245.669711,0,rest
-2,-5,-10,-34,-17,-5,-4,-3,1782730245.6859531,0,rest
-3,2,3,-10,7,4,2,0,1782730245.6859531,0,rest
2,-1,-3,-27,-3,-2,-1,2,1782730245.700354,0,rest
0,-1,3,55,7,1,1,3,1782730245.700354,0,rest
-3,-1,-2,18,-1,-1,0,-2,1782730245.700693,0,rest
4,1,-2,-16,-7,-7,-5,0,1782730245.700693,0,rest
-5,-4,-2,19,6,7,6,-1,1782730245.715564,0,rest
-3,-3,-10,-62,-21,-4,-3,0,1782730245.715564,0,rest
1,1,9,89,16,1,-1,-1,1782730245.745611,0,rest
-3,-3,-2,-3,3,1,0,-1,1782730245.745611,0,rest
1,1,-2,-13,-7,-3,-3,0,1782730245.745686,0,rest
-1,0,2,9,3,-1,-2,-1,1782730245.745686,0,rest
-2,-4,-3,-17,-7,-2,-2,0,1782730245.745892,0,rest
0,-2,-7,-46,-9,-5,-2,-2,1782730245.745892,0,rest
2,5,13,88,38,7,3,5,1782730245.759181,0,rest
-4,-1,0,-1,-3,1,-1,-1,1782730245.759181,0,rest
0,1,-1,-11,-5,-1,-1,1,1782730245.760021,0,rest
-4,-3,-3,-20,-6,-4,-2,-2,1782730245.760021,0,rest
-2,-2,-8,-49,-21,-7,-4,-3,1782730245.7752829,0,rest
1,1,4,9,12,1,0,-1,1782730245.7752829,0,rest
-4,-1,-8,-48,-8,0,1,-1,1782730245.790477,0,rest
2,2,14,82,20,6,2,1,1782730245.790477,0,rest
-1,-2,-3,-18,-9,-4,-1,-3,1782730245.790509,0,rest
2,3,5,51,12,4,2,2,1782730245.790509,0,rest
-3,-6,-7,-64,-29,-6,-4,-2,1782730245.8053188,0,rest
1,-1,-5,-28,8,-2,-2,-1,1782730245.8053188,0,rest
-4,-2,-1,7,-1,0,0,-3,1782730245.820365,0,rest
-1,0,-2,-19,-5,-1,-1,0,1782730245.820365,0,rest
0,1,0,-1,0,1,-1,2,1782730245.821144,0,rest
1,-1,-6,-33,-13,-4,-3,-2,1782730245.821144,0,rest
-2,-2,-1,27,-1,-3,-3,-1,1782730245.836332,0,rest
0,-1,0,8,8,3,0,-2,1782730245.836332,0,rest
-1,2,3,17,6,4,0,2,1782730245.851636,0,rest
-2,-2,-6,-19,-13,-4,-2,-1,1782730245.851636,0,rest
0,-1,-1,-31,-3,-5,-4,-4,1782730245.851705,0,rest
-2,-3,-3,10,-5,2,3,1,1782730245.851705,0,rest
1,0,2,16,-2,0,1,-2,1782730245.864383,0,rest
-4,-2,0,-28,6,0,0,-1,1782730245.864383,0,rest
-1,-4,-8,-34,-13,-8,-2,-1,1782730245.878748,0,rest
1,1,0,11,2,-2,-1,-1,1782730245.878748,0,rest
3,3,6,61,15,5,-1,-2,1782730245.8954701,0,rest
-3,-5,-14,-82,-24,-7,-5,-5,1782730245.8954701,0,rest
0,1,14,96,34,7,1,3,1782730245.895613,0,rest
2,2,1,-24,-3,0,0,0,1782730245.895613,0,rest
-1,-1,-2,-21,-7,-1,1,-1,1782730245.910503,0,rest
-3,-4,-3,17,1,-1,-2,-1,1782730245.910503,0,rest
-3,-3,-6,-30,-9,-6,-3,-3,1782730245.924719,0,rest
3,1,2,4,7,3,1,2,1782730245.924719,0,rest
2,3,4,-1,3,2,-1,-1,1782730245.924944,0,rest
-5,-3,0,10,-2,1,0,-2,1782730245.924944,0,rest
-3,-3,-4,-7,-6,-5,-4,-3,1782730245.938494,0,rest
-1,0,1,-4,-7,-1,1,0,1782730245.938494,0,rest
2,3,2,-9,1,2,2,4,1782730245.95423,0,rest
-2,-4,-6,3,-8,-3,-3,-4,1782730245.95423,0,rest
-2,-2,1,38,12,-1,-1,-1,1782730245.954398,0,rest
1,2,3,3,7,2,1,0,1782730245.954398,0,rest
0,1,5,7,-6,2,1,-1,1782730245.9704099,0,rest
1,0,1,28,1,-1,-2,1,1782730245.9704099,0,rest
-4,-6,-12,-45,-17,-9,-7,-3,1782730245.9845078,0,rest
-3,-2,-7,-61,-19,-6,-1,-2,1782730245.9845078,0,rest
2,2,10,41,16,10,7,0,1782730245.9849951,0,rest
0,-1,0,-4,12,1,-1,-1,1782730245.9849951,0,rest
-3,-2,-5,-18,-11,-7,-5,-4,1782730245.999234,0,rest
1,1,3,-10,5,3,1,0,1782730245.999234,0,rest
2,2,0,-22,-9,-2,-3,2,1782730246.014185,0,rest
-3,-1,-2,1,-6,-2,-1,-1,1782730246.014185,0,rest
-4,-4,-4,-13,-3,-6,-3,-2,1782730246.014383,0,rest
2,-1,-2,13,-4,-1,-1,0,1782730246.014383,0,rest
1,2,-1,-29,-1,1,0,-2,1782730246.029623,0,rest
-1,-1,-1,12,-2,-1,-2,0,1782730246.029623,0,rest
-4,-5,-9,-39,-7,-5,-1,-1,1782730246.04397,0,rest
2,2,5,37,7,3,0,-1,1782730246.04397,0,rest
0,1,2,-5,1,4,2,2,1782730246.0445812,0,rest
-1,-1,-1,-24,-3,-4,-2,-1,1782730246.0445812,0,rest
-3,-4,-4,3,-6,-6,-5,-5,1782730246.058621,0,rest
-5,-5,-4,-23,-7,-1,1,-1,1782730246.058621,0,rest
3,3,-4,-29,-6,0,-2,0,1782730246.0738702,0,rest
0,0,8,64,17,5,3,0,1782730246.0738702,0,rest
-2,-1,-1,12,2,-1,-2,-2,1782730246.073977,0,rest
-2,0,1,14,-2,-2,-3,1,1782730246.073977,0,rest
2,-1,-1,-14,0,2,2,0,1782730246.088929,0,rest
-3,-3,-6,-30,-8,-6,-3,-2,1782730246.088929,0,rest
-1,1,0,36,9,1,0,0,1782730246.103628,0,rest
0,0,0,0,-6,-3,-1,0,1782730246.103628,0,rest
4,2,1,-8,3,4,3,2,1782730246.104637,0,rest
0,-2,-2,-21,-5,-2,-1,-1,1782730246.104637,0,rest
-2,-4,-3,-4,-2,-2,-1,1,1782730246.119168,0,rest
-2,-2,-3,-8,-4,-1,0,-1,1782730246.119168,0,rest
2,4,4,3,4,4,2,1,1782730246.1343858,0,rest
-2,-2,0,10,0,0,0,0,1782730246.1343858,0,rest
-2,-6,-9,20,-11,-7,-5,-4,1782730246.13456,0,rest
0,2,6,-44,11,3,0,0,1782730246.13456,0,rest
3,4,5,66,8,0,0,4,1782730246.149215,0,rest
-3,0,1,19,6,5,4,-2,1782730246.149215,0,rest
-7,-7,-8,-24,-13,-6,-4,-4,1782730246.16416,0,rest
-2,-1,-4,1,4,3,2,1,1782730246.16416,0,rest
1,2,3,-7,-3,3,1,-1,1782730246.1644,0,rest
0,-1,-4,-23,-14,-5,-3,0,1782730246.1644,0,rest
-2,-2,-2,-23,2,-5,-4,-3,1782730246.178896,0,rest
-1,-2,0,16,4,3,1,3,1782730246.178896,0,rest
5,2,4,1,3,2,2,5,1782730246.193929,0,rest
-2,-2,-4,10,-1,-3,-1,0,1782730246.193929,0,rest
-4,-5,-8,-66,-13,-2,-2,-4,1782730246.194047,0,rest
-1,-1,-1,56,-6,-4,-5,-4,1782730246.194047,0,rest
4,5,12,29,19,9,5,3,1782730246.2090602,0,rest
1,0,-4,-43,-15,-5,-5,-4,1782730246.2090602,0,rest
-6,-6,-10,-19,-2,-7,-4,-1,1782730246.224062,0,rest
1,1,2,48,-1,-2,0,-1,1782730246.224062,0,rest
1,0,-1,-22,-5,1,-2,0,1782730246.2246249,0,rest
-2,-1,-1,10,4,1,2,0,1782730246.2246249,0,rest
-4,-4,-3,6,-6,-5,-4,-4,1782730246.238764,0,rest
0,-1,-8,-70,-10,-4,-4,-2,1782730246.238764,0,rest
0,1,4,43,5,2,1,0,1782730246.254078,0,rest
0,0,-1,3,1,-1,-1,1,1782730246.254078,0,rest
-3,-3,-4,-3,-2,-6,-2,-5,1782730246.254176,0,rest
-2,1,2,6,0,-2,-3,-1,1782730246.254176,0,rest
1,2,1,-15,0,2,1,2,1782730246.269304,0,rest
0,-1,0,12,5,1,0,-1,1782730246.269304,0,rest
