emg_0,emg_1,emg_2,emg_3,emg_4,emg_5,emg_6,emg_7,timestamp,label,gesture
2,3,18,79,49,9,3,5,1782730315.164667,0,rest
4,6,5,-21,18,6,3,4,1782730315.1791701,0,rest
0,2,10,15,-1,-3,-3,0,1782730315.1791701,0,rest
-6,-5,-4,-34,-8,-4,-4,-5,1782730315.1941361,0,rest
0,-3,-10,-54,-23,-4,0,1,1782730315.1941361,0,rest
2,1,-1,25,6,0,-1,0,1782730315.194536,0,rest
-4,-5,-8,-30,-10,-4,-2,-6,1782730315.194536,0,rest
-2,-1,11,122,28,6,1,1,1782730315.2088408,0,rest
1,2,-2,-18,-11,0,1,0,1782730315.2088408,0,rest
0,0,3,18,5,2,2,2,1782730315.224413,0,rest
-1,-2,-5,-10,-15,-5,-4,-2,1782730315.224413,0,rest
-4,-3,-2,-3,0,-2,-3,-4,1782730315.224564,0,rest
-1,-2,-3,-3,-4,-1,1,-1,1782730315.224564,0,rest
1,3,2,3,-7,-5,-3,0,1782730315.239906,0,rest
-3,-4,-11,-89,-19,-5,-3,-1,1782730315.239906,0,rest
0,3,11,117,25,5,2,0,1782730315.254443,0,rest
-1,0,2,-13,-8,-2,-2,1,1782730315.254443,0,rest
0,0,-2,-36,-9,1,1,-2,1782730315.2547011,0,rest
-2,-2,-5,13,-8,-4,-5,-3,1782730315.2547011,0,rest
0,0,4,-38,-1,1,0,-2,1782730315.2693079,0,rest
1,-1,-6,-22,-10,-2,2,-2,1782730315.2693079,0,rest
-1,-3,-5,-8,-4,-4,0,-1,1782730315.28494,0,rest
0,2,4,10,7,0,0,2,1782730315.28494,0,rest
-2,-2,-1,9,-6,-2,-4,-2,1782730315.2850828,0,rest
-1,-2,-4,-8,-4,-1,2,1,1782730315.2850828,0,rest
0,1,2,11,6,2,0,-5,1782730315.300191,0,rest
-2,-2,-5,-1,1,-2,-2,-2,1782730315.300191,0,rest
-2,-3,-7,-43,-14,-3,-2,-3,1782730315.3143208,0,rest
2,2,4,-10,-2,0,1,0,1782730315.3143208,0,rest
2,1,-3,-34,-3,0,1,2,1782730315.314729,0,rest
-1,1,6,63,9,-1,-2,-3,1782730315.314729,0,rest
-3,-2,-4,-18,-14,-5,-3,-6,1782730315.3298838,0,rest
-5,0,-6,-28,-8,-1,0,-1,1782730315.3298838,0,rest
3,2,3,-4,4,1,3,4,1782730315.344685,0,rest
2,1,5,33,11,2,0,1,1782730315.344685,0,rest
-4,-5,-4,-33,3,0,-2,0,1782730315.344842,0,rest
2,2,-4,-12,2,-1,-1,1,1782730315.344842,0,rest
4,4,5,78,7,2,1,1,1782730315.359877,0,rest
-1,-1,0,13,-1,1,1,0,1782730315.359877,0,rest
-7,-5,-9,-27,-18,-8,-6,-6,1782730315.3764129,0,rest
1,1,2,2,4,0,0,-1,1782730315.3764129,0,rest
2,2,0,-17,-5,1,0,3,1782730315.376847,0,rest
-2,-1,-4,-6,2,1,0,-1,1782730315.376847,0,rest
-6,-6,-3,-56,-15,-6,-4,-3,1782730315.405306,0,rest
0,0,4,81,14,3,-2,-2,1782730315.405306,0,rest
4,2,5,14,11,5,2,4,1782730315.406133,0,rest
-3,1,2,7,1,1,2,0,1782730315.406133,0,rest
-3,-4,-9,-54,-15,-5,-4,-3,1782730315.40678,0,rest
-4,-3,2,5,-4,-5,-2,-1,1782730315.40678,0,rest
4,4,0,30,10,-1,1,1,1782730315.4211142,0,rest
-1,0,1,6,4,3,0,0,1782730315.4211142,0,rest
-5,-5,-5,-4,-6,-2,-2,-5,1782730315.435385,0,rest
0,-2,-7,-47,-20,-8,-4,-2,1782730315.435385,0,rest
3,0,10,-8,17,3,2,2,1782730315.43573,0,rest
-3,-2,-8,-28,-2,0,0,-1,1782730315.43573,0,rest
2,3,8,77,12,3,-1,0,1782730315.450473,0,rest
-2,-3,-2,-16,-8,-1,-2,-1,1782730315.450473,0,rest
-1,1,-4,-24,3,0,0,-1,1782730315.464494,0,rest
-1,-3,-5,-15,-17,-4,-2,-1,1782730315.464494,0,rest
-2,-3,-7,-28,0,0,-2,-2,1782730315.4646451,0,rest
2,1,9,32,14,3,3,1,1782730315.4646451,0,rest
1,-1,-5,-19,-8,-2,1,1,1782730315.4809222,0,rest
1,0,1,-11,2,-1,-2,-1,1782730315.4809222,0,rest
-2,-1,2,50,3,-3,-1,-2,1782730315.494377,0,rest
-2,-2,-5,-24,-10,-4,-2,-2,1782730315.494377,0,rest
0,2,-1,4,2,0,0,-1,1782730315.495011,0,rest
1,2,5,-16,-5,1,0,-1,1782730315.495011,0,rest
-1,-4,-1,1,-2,0,-1,-1,1782730315.509325,0,rest
0,1,-2,13,5,-1,-1,0,1782730315.509325,0,rest
-1,-3,-4,12,-6,-3,-2,1,1782730315.525999,0,rest
-1,1,4,-3,8,4,-1,1,1782730315.525999,0,rest
0,0,-2,-25,-14,-4,-2,-2,1782730315.526186,0,rest
-4,-5,-16,-122,-28,-9,-5,-3,1782730315.526186,0,rest
1,5,17,110,36,6,3,2,1782730315.540447,0,rest
0,0,0,-23,-6,-1,1,-2,1782730315.540447,0,rest
-2,0,2,8,6,2,0,-1,1782730315.555371,0,rest
2,-1,-4,-45,-15,-4,-1,-2,1782730315.555371,0,rest
-3,-4,-11,-44,-13,-4,-2,-2,1782730315.555616,0,rest
0,-1,1,17,-1,0,-1,0,1782730315.555616,0,rest
-1,-1,7,7,7,3,0,-1,1782730315.571193,0,rest
-2,-2,-1,21,5,2,0,-1,1782730315.571193,0,rest
-2,-3,-10,-40,-20,-8,-2,-2,1782730315.585807,0,rest
2,4,11,67,25,7,2,1,1782730315.585807,0,rest
-2,2,-3,-11,-9,0,-1,-1,1782730315.600372,0,rest
0,-2,-2,1,-2,-3,0,3,1782730315.600372,0,rest
-1,-1,-2,-39,6,0,1,0,1782730315.600404,0,rest
-1,-2,2,37,5,-1,-1,1,1782730315.600404,0,rest
2,1,0,-12,-1,1,0,-1,1782730315.617152,0,rest
-2,-1,0,-7,-2,-1,-2,1,1782730315.617152,0,rest
0,-2,-5,-6,1,-3,-1,0,1782730315.6174169,0,rest
-2,-2,-6,-18,-6,-2,-2,0,1782730315.6174169,0,rest
2,0,-1,-13,-7,0,0,0,1782730315.630966,0,rest
0,1,8,60,25,4,0,-2,1782730315.630966,0,rest
-2,-1,4,13,-2,-1,-1,-2,1782730315.6473868,0,rest
2,1,0,-7,-3,0,-1,0,1782730315.6473868,0,rest
1,-1,-2,-29,-20,-4,-2,0,1782730315.661459,0,rest
-3,-2,-7,-4,10,0,-1,-5,1782730315.661459,0,rest
0,-1,-1,4,4,-2,-1,-1,1782730315.6615381,0,rest
0,-1,0,6,-1,1,2,-1,1782730315.6615381,0,rest
0,-2,-2,-31,-12,0,-1,0,1782730315.67601,0,rest
-3,-3,0,29,7,-1,-2,-1,1782730315.67601,0,rest
-1,-2,-4,-13,-3,-3,-1,-3,1782730315.676063,0,rest
2,0,0,19,1,0,1,1,1782730315.676063,0,rest
-2,-3,-8,-31,-11,-2,-2,0,1782730315.69011,0,rest
1,3,19,111,37,6,-1,-2,1782730315.69011,0,rest
-4,-7,-13,-41,-22,-7,-4,-5,1782730315.704021,0,rest
5,6,5,-17,6,6,3,3,1782730315.704021,0,rest
1,2,4,14,2,4,3,1,1782730315.721136,0,rest
-1,-2,-7,-36,-11,-6,-4,-4,1782730315.721136,0,rest
-4,-6,-9,-58,-18,-11,-6,-4,1782730315.721621,0,rest
-1,2,4,26,10,1,3,0,1782730315.721621,0,rest
1,2,5,25,11,7,3,3,1782730315.736083,0,rest
-2,-4,-6,-33,-13,-2,-1,-2,1782730315.736083,0,rest
-4,-3,-1,26,3,-2,-6,-9,1782730315.750613,0,rest
-2,0,-6,-37,-16,-8,-6,-1,1782730315.750613,0,rest
-2,3,2,-40,-7,2,0,0,1782730315.751125,0,rest
-1,-4,-8,9,-6,-5,-2,-1,1782730315.751125,0,rest
0,0,6,23,14,1,-1,0,1782730315.78066,0,rest
-1,0,-6,-39,-11,-2,-2,-2,1782730315.78066,0,rest
5,5,7,24,20,7,3,2,1782730315.781178,0,rest
-5,-5,-9,-65,-28,-6,-3,-2,1782730315.781178,0,rest
-1,-3,-6,1,-4,-7,-5,-1,1782730315.781547,0,rest
-1,-3,-5,-6,-3,1,0,0,1782730315.781547,0,rest
1,0,7,7,1,2,2,2,1782730315.794373,0,rest
-2,-1,2,42,11,2,1,0,1782730315.794373,0,rest
-3,-1,-4,4,3,-5,-1,0,1782730315.809203,0,rest
-3,-5,-2,-4,-7,-1,-1,-1,1782730315.809203,0,rest
2,-1,-2,-20,-5,1,-2,-1,1782730315.809515,0,rest
1,-2,-2,-47,-6,-4,-4,0,1782730315.809515,0,rest
-2,-6,-3,57,13,-3,-2,-2,1782730315.8382819,0,rest
1,1,3,31,2,2,0,-1,1782730315.8382819,0,rest
1,4,5,22,5,2,0,0,1782730315.840574,0,rest
-1,-2,-4,-79,-11,-1,0,-2,1782730315.840574,0,rest
-5,-6,-4,50,-1,-6,-2,-2,1782730315.840747,0,rest
2,1,5,-13,0,0,1,2,1782730315.840747,0,rest
0,2,6,14,9,5,1,-1,1782730315.854548,0,rest
-1,-3,-2,1,0,0,0,-1,1782730315.854548,0,rest
-7,-4,-10,-61,-19,-8,-4,0,1782730315.8695319,0,rest
3,0,-2,1,3,-2,1,-1,1782730315.8695319,0,rest
2,3,5,24,7,3,1,2,1782730315.870527,0,rest
-4,-6,-14,-49,-27,-9,-3,-3,1782730315.870527,0,rest
1,2,11,37,25,7,1,2,1782730315.884275,0,rest
-1,-2,1,6,3,-1,-1,-2,1782730315.884275,0,rest
3,3,4,-3,6,5,3,4,1782730315.8993149,0,rest
1,-2,0,7,-7,-3,-2,1,1782730315.8993149,0,rest
-3,-4,-7,-23,-8,-6,-3,-3,1782730315.900117,0,rest
0,1,-1,-14,-4,-2,-3,-2,1782730315.900117,0,rest
-2,-1,-5,-11,-14,-1,1,0,1782730315.9141052,0,rest
2,3,1,-68,4,1,-2,0,1782730315.9141052,0,rest
-1,-4,3,72,19,2,1,1,1782730315.9294028,0,rest
-4,-3,-7,-27,-9,-2,-3,-1,1782730315.9294028,0,rest
3,1,5,28,11,4,2,3,1782730315.929589,0,rest
-2,1,2,15,5,3,1,-2,1782730315.929589,0,rest
-2,-3,-7,-50,-17,-7,-5,-3,1782730315.943723,0,rest
-2,-4,-4,-17,-10,-4,-1,-2,1782730315.943723,0,rest
3,4,4,-8,6,3,1,1,1782730315.959432,0,rest
-2,2,6,36,10,3,1,0,1782730315.959432,0,rest
-4,-5,-7,-33,-14,-7,-5,-4,1782730315.9595861,0,rest
-1,-1,-1,-7,-3,2,1,-1,1782730315.9595861,0,rest
2,3,0,-5,-1,2,2,1,1782730315.974462,0,rest
-2,-2,-4,6,-4,-4,-3,-2,1782730315.974462,0,rest
-5,-4,-3,20,15,-2,-3,-2,1782730315.989398,0,rest
3,3,9,-23,-3,2,0,1,1782730315.989398,0,rest
1,0,3,12,1,3,4,2,1782730315.990168,0,rest
-2,0,-1,19,-2,0,0,0,1782730315.990168,0,rest
-5,-7,-10,-24,-13,-7,-5,-5,1782730316.004075,0,rest
-1,-2,-4,-2,-1,-2,-2,0,1782730316.004075,0,rest
0,0,-8,-70,-24,-2,-1,-4,1782730316.019785,0,rest
0,1,9,14,29,3,0,1,1782730316.019785,0,rest
-3,-2,-2,-43,-7,-5,-3,-3,1782730316.019837,0,rest
-1,1,5,9,17,3,1,-2,1782730316.019837,0,rest
0,3,4,9,2,5,4,3,1782730316.034533,0,rest
-1,-3,-8,-23,-12,-4,-2,-2,1782730316.034533,0,rest
-4,-6,-8,-30,-17,-9,-7,-7,1782730316.051417,0,rest
-2,-2,-6,16,-5,-4,-3,-1,1782730316.051417,0,rest
3,0,-3,-60,-10,1,2,1,1782730316.051924,0,rest
3,5,15,24,28,8,3,1,1782730316.051924,0,rest
-5,-5,5,32,-3,-2,-3,-3,1782730316.0664809,0,rest
-1,-1,-5,16,-6,-2,0,0,1782730316.0664809,0,rest
4,3,4,15,6,3,0,1,1782730316.081447,0,rest
1,-4,-7,-12,-10,-4,-2,-2,1782730316.081447,0,rest
-6,-5,-10,-39,-12,-5,-3,-5,1782730316.081514,0,rest
0,-2,-6,-67,-19,-6,-4,-4,1782730316.081514,0,rest
2,4,10,42,19,7,5,4,1782730316.097014,0,rest
0,3,3,-16,3,-2,-1,2,1782730316.097014,0,rest
-5,-3,-6,-6,-4,-3,-3,-2,1782730316.110281,0,rest
-3,-3,-6,-36,-20,-5,-3,-2,1782730316.110281,0,rest
2,3,2,6,5,3,3,1,1782730316.110521,0,rest
-1,-1,-1,41,1,0,1,-1,1782730316.110521,0,rest
-3,-6,-8,-41,-17,-7,-4,-4,1782730316.126147,0,rest
-2,0,2,61,24,6,1,2,1782730316.126147,0,rest
2,4,6,-4,-5,-1,-1,-7,1782730316.141292,0,rest
0,1,1,41,19,4,1,3,1782730316.141292,0,rest
-3,-4,-4,-9,-7,-4,-5,-5,1782730316.141331,0,rest
0,0,3,6,2,1,-1,-1,1782730316.141331,0,rest
0,1,3,15,5,3,1,1,1782730316.1571572,0,rest
-5,-3,-9,-37,-25,-6,-2,-1,1782730316.1571572,0,rest
-5,-5,-9,-25,-2,-4,-3,-2,1782730316.171551,0,rest
-2,-1,-2,-29,10,-1,-1,0,1782730316.171551,0,rest
2,5,12,73,17,2,0,4,1782730316.171888,0,rest
0,2,-2,-10,-6,0,0,-1,1782730316.171888,0,rest
-1,-1,1,-25,-5,-2,-1,-2,1782730316.185537,0,rest
-3,-5,-4,-18,-7,0,0,0,1782730316.185537,0,rest
-2,-2,-6,-40,-9,0,-2,-1,1782730316.2011461,0,rest
-2,-8,-10,-57,-33,-9,-4,-4,1782730316.2011461,0,rest
1,1,2,79,41,7,2,0,1782730316.201374,0,rest
1,2,5,-20,-9,-2,-2,-3,1782730316.201374,0,rest
3,3,4,-6,-2,1,1,2,1782730316.2142248,0,rest
0,-3,0,19,4,1,0,3,1782730316.2142248,0,rest
-4,-3,-6,-35,-19,-7,-4,-3,1782730316.22954,0,rest
0,-3,-2,-6,2,0,0,-1,1782730316.22954,0,rest
1,3,4,49,12,4,2,-2,1782730316.230154,0,rest
0,-2,-5,-14,-14,-6,-2,-1,1782730316.230154,0,rest
-2,-2,2,21,11,-2,-2,0,1782730316.2457159,0,rest
-2,-1,-5,-49,-7,-2,-2,-3,1782730316.2457159,0,rest
4,0,6,32,11,4,1,4,1782730316.263836,0,rest
1,3,1,1,8,3,1,-1,1782730316.263836,0,rest
-6,-6,-4,-12,-13,-4,-5,-3,1782730316.263996,0,rest
-1,-1,3,10,3,0,-1,-1,1782730316.263996,0,rest
-1,-3,-8,-64,-15,0,-1,1,1782730316.2773309,0,rest
3,2,7,69,17,3,2,2,1782730316.2773309,0,rest
0,-4,2,20,-7,-4,-2,-1,1782730316.2913852,0,rest
-4,-4,-10,-52,-22,-7,-5,-4,1782730316.2913852,0,rest
1,0,3,51,13,1,0,2,1782730316.2917938,0,rest
1,2,5,1,4,3,3,0,1782730316.2917938,0,rest
-3,-2,-4,4,7,1,1,-4,1782730316.306587,0,rest
-3,-3,-8,25,-6,-5,-4,-4,1782730316.306587,0,rest
2,0,-2,-118,-15,-2,1,-1,1782730316.320517,0,rest
2,4,13,106,25,7,4,3,1782730316.320517,0,rest
-2,-1,-5,-8,-7,-5,-3,-1,1782730316.320717,0,rest
-4,-4,-6,-48,-2,-5,-3,-4,1782730316.320717,0,rest
2,3,10,14,18,4,2,2,1782730316.336461,0,rest
0,-1,-5,-56,-11,1,0,-4,1782730316.336461,0,rest
-1,-2,-4,-25,-9,-4,-3,0,1782730316.350445,0,rest
-2,-2,3,44,9,1,-1,-1,1782730316.350445,0,rest
-2,2,-8,-22,-13,0,0,-1,1782730316.350862,0,rest
1,0,-5,-60,-10,-5,-4,1,1782730316.350862,0,rest
-2,-1,4,60,15,2,-2,-1,1782730316.3660731,0,rest
-1,-2,-1,1,-6,-1,-2,-3,1782730316.3660731,0,rest
2,1,2,5,2,1,0,2,1782730316.380696,0,rest
0,1,0,-13,-7,-3,-2,-2,1782730316.380696,0,rest
-5,-5,-7,-18,-6,-4,-2,-2,1782730316.380853,0,rest
-4,-5,-6,-38,-19,-7,-5,-2,1782730316.380853,0,rest
3,5,15,105,35,13,6,3,1782730316.39601,0,rest
4,4,5,-38,9,3,1,3,1782730316.39601,0,rest
-3,-3,-3,2,-12,-4,-6,-4,1782730316.410133,0,rest
-2,-3,2,18,2,-2,-4,-4,1782730316.410133,0,rest
3,2,0,-24,-10,-3,-1,0,1782730316.4114182,0,rest
1,-2,-7,-1,2,1,5,1,1782730316.4114182,0,rest
-2,-3,-5,-47,-8,-5,-4,-2,1782730316.423893,0,rest
-3,-4,-4,19,-3,-2,-2,-1,1782730316.423893,0,rest
2,4,1,-9,-4,1,0,0,1782730316.440649,0,rest
4,2,1,7,5,-1,-1,1,1782730316.440649,0,rest
-5,-5,-8,-106,-21,-7,-4,-4,1782730316.440768,0,rest
-2,2,7,74,15,4,1,0,1782730316.440768,0,rest
0,-1,-1,-1,5,1,-1,0,1782730316.455811,0,rest
-2,-1,-1,0,-3,1,0,0,1782730316.455811,0,rest
-1,-1,-5,24,5,-2,-2,-3,1782730316.470782,0,rest
-1,-2,1,-5,0,-1,-2,-1,1782730316.470782,0,rest
-1,0,-5,-21,-8,2,3,2,1782730316.471,0,rest
-2,-4,-7,-49,-7,-5,-1,0,1782730316.471,0,rest
-5,-3,5,88,8,-1,-1,-8,1782730316.486073,0,rest
1,4,16,57,37,9,3,3,1782730316.486073,0,rest
2,2,1,11,6,1,0,-1,1782730316.500702,0,rest
-2,-2,-3,-11,-8,-2,-2,-3,1782730316.500702,0,rest
-4,-3,-8,-16,-9,-4,-4,-2,1782730316.5143092,0,rest
-1,-2,-5,-31,-6,-1,-2,-1,1782730316.5143092,0,rest
1,3,5,0,3,-1,-2,1,1782730316.515116,0,rest
2,1,3,-1,3,-1,0,0,1782730316.515116,0,rest
-2,-4,0,18,4,-2,-3,-2,1782730316.5299342,0,rest
-2,0,-4,-3,-8,-2,0,-1,1782730316.5299342,0,rest
3,-1,-4,-24,-7,-2,2,1,1782730316.530281,0,rest
0,3,4,14,3,0,-2,-3,1782730316.530281,0,rest
-3,-2,-3,-13,-6,-2,1,0,1782730316.545224,0,rest
-3,-5,-10,-24,-17,-6,-5,-4,1782730316.545224,0,rest
1,0,1,-15,5,3,-1,-1,1782730316.561774,0,rest
3,5,6,20,2,3,1,3,1782730316.561774,0,rest
-1,-2,-2,-63,-6,-2,-1,-1,1782730316.562044,0,rest
-2,-1,-2,12,1,-2,-3,-4,1782730316.562044,0,rest
-1,-3,-6,-30,-13,-1,-1,0,1782730316.5770712,0,rest
-1,-4,-8,-42,-18,-5,-1,1,1782730316.5770712,0,rest
0,1,6,48,23,5,2,3,1782730316.5903418,0,rest
-5,-5,-5,14,-4,-6,-4,-4,1782730316.5903418,0,rest
1,2,2,21,3,2,0,-1,1782730316.591295,0,rest
3,3,1,11,3,3,6,4,1782730316.591295,0,rest
-4,-5,-7,-22,-16,-7,-3,-5,1782730316.605435,0,rest
-5,-7,-5,-22,-12,-7,-4,-6,1782730316.605435,0,rest
0,1,-1,2,-3,1,1,1,1782730316.6195269,0,rest
0,3,4,0,14,7,2,2,1782730316.6195269,0,rest
0,-1,-2,11,-8,-4,-3,-2,1782730316.619644,0,rest
-5,-5,0,-25,-2,-5,-4,-4,1782730316.619644,0,rest
0,1,-1,-16,-2,-1,1,0,1782730316.635075,0,rest
5,5,3,15,6,3,4,4,1782730316.635075,0,rest
-4,-2,-4,-26,-3,-3,-1,-1,1782730316.6516962,0,rest
-6,-7,-12,-78,-31,-9,-8,-8,1782730316.6516962,0,rest
0,-1,4,115,30,5,2,1,1782730316.652024,0,rest
9,12,16,11,38,17,5,7,1782730316.652024,0,rest
-3,-3,-6,-6,-3,-1,2,0,1782730316.664993,0,rest
-4,-3,3,13,-9,-7,-6,-4,1782730316.664993,0,rest
-1,-2,-5,-34,-16,-5,-2,-2,1782730316.681056,0,rest
1,-1,-3,26,1,4,4,2,1782730316.681056,0,rest
-1,-3,-10,-92,-17,-6,-4,-3,1782730316.68129,0,rest
-4,-4,4,79,10,0,-3,-2,1782730316.68129,0,rest
1,0,-2,-15,6,2,1,1,1782730316.6982028,0,rest
3,5,8,17,6,-1,0,2,1782730316.6982028,0,rest
-4,-3,-3,4,-7,-2,-4,-5,1782730316.710219,0,rest
-7,-7,-11,-47,-15,-5,-2,-5,1782730316.710219,0,rest
2,4,7,25,9,3,2,1,1782730316.7115362,0,rest
4,2,5,35,3,2,1,2,1782730316.7115362,0,rest
-2,-5,-3,1,-7,-5,-3,0,1782730316.724573,0,rest
-3,-3,-4,21,6,0,-2,-2,1782730316.724573,0,rest
2,1,-1,-33,-10,0,0,1,1782730316.739284,0,rest
2,3,0,-5,4,2,3,1,1782730316.739284,0,rest
-2,0,1,14,7,-22,-3,-2,1782730316.739424,0,rest
-4,-4,-5,5,-7,-4,-6,-5,1782730316.739424,0,rest
0,-1,-7,-112,-20,-3,-1,0,1782730316.755384,0,rest
4,6,16,93,21,10,5,4,1782730316.755384,0,rest
-4,-3,-5,-27,-13,-3,-1,-2,1782730316.7710981,0,rest
-1,1,2,37,15,1,-3,-3,1782730316.7710981,0,rest
0,1,-4,-19,-8,-3,-4,0,1782730316.7714,0,rest
-2,-2,-7,-32,-7,-7,1,-1,1782730316.7714,0,rest
-2,-3,0,11,3,1,-4,-3,1782730316.785422,0,rest
-3,-3,-5,-19,-7,0,-1,-1,1782730316.785422,0,rest
1,1,7,22,6,4,0,1,1782730316.801137,0,rest
-1,-1,-6,-20,-8,-3,-2,-2,1782730316.801137,0,rest
0,2,7,48,0,2,-4,-1,1782730316.801313,0,rest
-4,-3,-5,-16,6,-24,-2,-3,1782730316.801313,0,rest
0,2,0,4,1,4,2,0,1782730316.816177,0,rest
1,1,1,11,-5,-1,-1,0,1782730316.816177,0,rest
-3,-6,-10,-64,-16,-3,-6,0,1782730316.829206,0,rest
0,1,12,69,24,11,2,4,1782730316.829206,0,rest
1,1,2,20,10,2,1,1,1782730316.8303869,0,rest
-1,-1,-5,-19,0,0,0,-2,1782730316.8303869,0,rest
-2,-6,-4,-6,-10,-2,-3,-3,1782730316.8457768,0,rest
-1,-1,-4,-73,-22,3,-1,-1,1782730316.8457768,0,rest
3,1,-5,19,10,4,2,0,1782730316.860679,0,rest
-1,4,4,24,2,2,-1,1,1782730316.860679,0,rest
-1,-2,-1,8,5,3,-1,-3,1782730316.8608608,0,rest
-2,0,1,-6,-6,0,-4,-3,1782730316.8608608,0,rest
-1,-1,-1,-15,-13,-3,2,0,1782730316.8915641,0,rest
2,-1,-3,4,10,-4,1,0,1782730316.8915641,0,rest
-1,0,0,13,2,1,-1,-1,1782730316.8916428,0,rest
-4,-6,-5,9,-6,0,-2,-5,1782730316.8916428,0,rest
-1,-2,-3,-26,-14,-3,-2,-1,1782730316.892406,0,rest
1,-1,-3,-75,-13,0,0,1,1782730316.892406,0,rest
3,6,12,94,34,8,3,3,1782730316.9047208,0,rest
-5,-3,-3,-13,-17,-3,-6,-3,1782730316.9047208,0,rest
-1,1,3,34,19,2,0,-1,1782730316.919797,0,rest
1,0,-4,-63,-15,0,2,5,1782730316.919797,0,rest
1,-3,-5,2,2,0,-1,1,1782730316.919984,0,rest
-5,-4,-5,-7,-5,-8,-3,-5,1782730316.919984,0,rest
1,0,2,-16,-10,19,-1,0,1782730316.934221,0,rest
2,1,1,26,4,4,1,2,1782730316.934221,0,rest
-4,-3,-12,-44,-14,-3,-1,-4,1782730316.9502048,0,rest
-6,-4,-1,-67,-13,-3,-2,-2,1782730316.9502048,0,rest
4,4,10,77,34,-2,1,3,1782730316.951159,0,rest
2,1,1,-1,2,4,5,2,1782730316.951159,0,rest
-2,-2,-2,-8,-8,4,0,0,1782730316.965845,0,rest
-3,-7,-11,-25,-12,0,-3,-4,1782730316.965845,0,rest
-4,-5,-10,-89,-23,-11,-3,-5,1782730316.980783,0,rest
4,6,22,92,52,10,3,4,1782730316.980783,0,rest
-1,2,1,-39,-5,-5,-2,0,1782730316.980992,0,rest
-4,-4,-4,0,2,2,-2,-4,1782730316.980992,0,rest
0,-1,-2,-25,-6,-6,-2,-1,1782730316.996035,0,rest
2,-1,-6,-9,-5,-5,0,0,1782730316.996035,0,rest
-3,-3,-2,0,-6,-1,-2,-1,1782730317.010746,0,rest
-3,-3,-4,-1,-2,1,1,0,1782730317.010746,0,rest
0,-2,-5,-2,-8,-6,-3,-2,1782730317.011266,0,rest
2,4,6,30,14,3,1,2,1782730317.011266,0,rest
1,1,0,12,-1,0,0,-2,1782730317.024513,0,rest
0,-1,3,18,2,-1,-1,-1,1782730317.024513,0,rest
-3,-1,-1,11,-2,-5,0,-1,1782730317.040278,0,rest
0,0,-5,-35,-19,-5,-3,0,1782730317.040278,0,rest
2,1,4,-13,14,4,1,0,1782730317.0405078,0,rest
-6,-3,0,30,2,-1,0,-3,1782730317.0405078,0,rest
1,0,3,-24,-2,1,0,0,1782730317.0709429,0,rest
1,2,0,-18,-7,-2,1,0,1782730317.0709429,0,rest
-2,-2,-4,-21,-2,0,-1,0,1782730317.07114,0,rest
-2,-3,-5,-14,-12,23,-1,-3,1782730317.07114,0,rest
-3,-2,-1,28,5,-2,-3,-1,1782730317.073079,0,rest
0,0,-4,-22,-5,-3,-1,0,1782730317.073079,0,rest
-1,0,3,15,-1,-2,-1,-3,1782730317.086028,0,rest
0,-1,-3,-4,-3,-7,-2,-2,1782730317.086028,0,rest
-1,-1,-2,2,0,-1,1,-2,1782730317.100662,0,rest
-3,-2,-4,-14,-4,0,-1,-2,1782730317.100662,0,rest
0,-2,-2,4,-10,-4,-1,0,1782730317.100787,0,rest
2,4,4,-5,18,-2,-1,1,1782730317.100787,0,rest
-3,0,4,10,0,-1,0,0,1782730317.114785,0,rest
0,-4,-6,4,-1,-6,0,-2,1782730317.114785,0,rest
3,4,6,-20,0,4,-1,2,1782730317.12918,0,rest
-1,-3,-9,-66,-17,-4,-1,-1,1782730317.12918,0,rest
0,3,16,70,30,3,1,0,1782730317.129496,0,rest
-4,-4,-4,-10,-1,-2,-2,-3,1782730317.129496,0,rest
-3,-2,0,-12,-13,1,1,-1,1782730317.1458812,0,rest
3,2,3,17,20,4,1,1,1782730317.1458812,0,rest
-1,-2,-4,-23,-8,-2,-3,-1,1782730317.161558,0,rest
-3,-2,-8,-2,-10,-7,-3,-2,1782730317.161558,0,rest
-1,1,0,16,1,1,0,-1,1782730317.161621,0,rest
0,0,1,5,-2,-2,0,0,1782730317.161621,0,rest
-2,-3,-6,-10,-9,-2,-1,-2,1782730317.176071,0,rest
0,1,1,20,5,-2,-2,-1,1782730317.176071,0,rest
0,0,-5,-16,-3,-2,-2,-1,1782730317.190356,0,rest
-1,-1,8,11,-8,1,3,0,1782730317.190356,0,rest
-1,-2,-7,-6,-10,-5,-4,-2,1782730317.190957,0,rest
-1,-2,-2,9,13,2,0,0,1782730317.190957,0,rest
-2,0,8,28,0,29,2,-1,1782730317.205837,0,rest
1,-3,-9,-25,-11,-1,0,-1,1782730317.205837,0,rest
-1,-1,-4,-56,-15,-7,-3,-3,1782730317.221865,0,rest
2,4,13,71,18,3,3,1,1782730317.221865,0,rest
-1,-1,-5,-16,2,-6,-1,-1,1782730317.221932,0,rest
-3,1,4,15,-3,-3,-3,-4,1782730317.221932,0,rest
0,-5,-11,-54,-21,0,-1,0,1782730317.2347891,0,rest
-5,-5,-5,-7,5,-3,0,-3,1782730317.2347891,0,rest
2,2,2,-13,2,-5,0,-1,1782730317.249176,0,rest
